id	status	idea	dimension	expected_metric	evidence_hypothesis
I-0124	done	Create a Chapter 14 CUDA/NVIDIA visual package: CUDA stack, GPU memory/interconnect schematic, and training-vs-inference capacity map with source IDs and blocked performance captions.	visual	hardware visual clarity + claim control	Done with A-0071 through A-0073 in assets/visual_system plus data/chapter14_cuda_visual_package_i0124.tsv; visuals explain the CUDA stack, GPU memory/interconnect traffic pattern, and training-vs-inference capacity split while blocking exact performance, TCO, supply, deployment, market-power, framework-dominance, and cost-per-token claims.
I-0125	done	Draft a 3500-5000 word Chapter 19 Code as the Second Native Language chapter with Codex, Copilot, AlphaCode, Code Llama, SWE-bench context, and boundaries versus Chapters 18 and 20.	prose+sourcing	missing chapter progress + code spine continuity	Done in manuscript/19-code-as-the-second-native-language.md and champion/19-code-as-the-second-native-language.md at 3,584 words with eight source-pack rows and nine claim-audit rows; the chapter carries the broad code-as-language arc while preserving Chapter 18 tool-harness and Chapter 20 Claude Code case-study boundaries.
I-0129	done	Create a Chapter 23 visual package: failure-mode map, trust stack, evaluation blind-spot matrix, and provenance workflow with source IDs and blocker captions.	visual	trust visual clarity + claim control	Done with A-0074 through A-0077 in assets/visual_system plus data/chapter23_trust_visual_package_i0129.tsv; visuals separate failure families, trust-stack controls, evaluation blind spots, and provenance workflow while blocking rates, prevalence, product safety, mitigation effectiveness, live-rank, productivity, and global trust-score claims.
I-0130	done	Create a Chapter 21 visual package: train-time vs test-time compute axes, verifier/search loop, inference-contract benchmark matrix, and reasoning-budget routing map with blocker captions.	visual	reasoning visual clarity + benchmark claim control	Done with A-0078 through A-0081 in assets/visual_system plus data/chapter21_reasoning_visual_package_i0130.tsv; visuals make compute axes, verifier/search structure, inference-contract benchmark caveats, and reasoning-budget routing visible while blocking hidden chain-of-thought access, exact cost/latency, live ranks, productivity, and solved-reasoning claims.
I-0131	done	Create a Chapter 22 economics visual package: token meter, routing/caching/batching cost levers, subscription-vs-API bundle map, and margin/ROI blocker grid with source IDs.	visual	economics visual clarity + cost claim control	Done with A-0082 through A-0085 in assets/visual_system plus data/chapter22_economics_visual_package_i0131.tsv; visuals explain token meters, cost levers, route-to-market bundles, and economics blocker families while blocking live pricing, cost-per-token, revenue, margin, utilization, ROI, productivity, and price-quality frontier claims.
I-0132	done	Create a Chapter 9 Google/DeepMind/Gemini visual package: research-to-product conversion timeline, TPU/Search/Workspace surface map, Gemini long-context lane, and benchmark/adoption blocker grid.	visual	Google chapter visual clarity + product conversion	Done with A-0086 through A-0089 in assets/visual_system plus data/chapter9_google_deepmind_visual_package_i0132.tsv; visuals show research-to-product conversion, TPU/Search/Workspace/Android/developer/cloud surfaces, long-context lanes, and benchmark/adoption blocker families while blocking superiority, adoption, revenue, click-economics, productivity, cloud-share, TPU-cost/performance, and solved-long-context claims.
I-0133	done	Create a Chapter 19 visual package: code-as-language ladder, editor-to-repository workflow, benchmark ladder, and repository-as-prompt schematic with source IDs and blocker captions.	visual	code chapter visual clarity + benchmark claim control	Done with A-0090 through A-0093 in assets/visual_system plus data/chapter19_code_visual_package_i0133.tsv; visuals distinguish code-as-language translation, Copilot-style editor assistance, benchmark task ladders, and repository-as-prompt context while blocking productivity, adoption, live-rank, best-coding-model, security-quality, autonomous-engineering, replacement, and employment claims.
I-0134	done	Create a full-book visual inventory and gap map: per-chapter chart/photo counts, manifest coverage, strongest missing visual candidates, and duplicate visual-grammar risks.	visual audit	80-100 chart target + 50-60 photo-slot target	Done in data/full_book_visual_inventory_i0134.tsv and manuscript/00-full-book-visual-inventory-i0134.md; the audit re-baselines the live state at 67 chart/diagram assets and 26 photo/screenshot/slide slots, identifies zero-visual gaps in Chapters 2, 3, 4, 12, and 24, and warns against duplicate business-platform, benchmark, hardware/infrastructure, and agent-loop visual grammar.
I-0135	done	Create a Chapter 15/16 infrastructure-to-AI-factory continuity visual audit: cross-map GTC claim cards, power/interconnection/cooling visuals, and Chapter 14 CUDA diagrams to identify redundant or missing physical-stack figures.	visual audit	hardware/infrastructure continuity + anti-duplication	Done in data/chapter15_16_infrastructure_continuity_audit_i0135.tsv and manuscript/15-16-infrastructure-continuity-audit-i0135.md; the audit assigns Chapter 14 to CUDA/developer-stack mechanisms, Chapter 15 to attributed NVIDIA GTC stagecraft, Chapter 16 to independent physical constraints, and recommends merge/defer decisions for duplicate GTC slide/render-card pairs plus one later physical photo/handoff slot.
I-0136	done	Create a Chapter 24 final synthesis scaffold: closing argument, recurring motif inventory, source/claim boundaries, and final-system visual candidates without drafting unsupported future-history claims.	structure+synthesis	final chapter readiness + narrative closure	Done in data/chapter24_final_synthesis_scaffold_i0136.tsv and manuscript/24-final-synthesis-scaffold-i0136.md; the scaffold defines the closing argument, motif inventory, cutoff/claim boundaries, and four final-system visual candidates without drafting unsupported future-history claims.
I-0137	done	Create a Chapter 10/11 open-weight/frontier visual continuity audit: Llama/Qwen/DeepSeek/GLM/Kimi visual coverage, source-permission gaps, and photo/screenshot slot priorities.	visual audit	open-weight/frontier continuity + visual diversity	Done in data/chapter10_11_open_weight_frontier_visual_continuity_audit_i0137.tsv and manuscript/10-11-open-weight-frontier-visual-continuity-audit-i0137.md; the audit assigns Chapter 10 to the open-weight control stack, Chapter 11 to source-permission lanes, and prioritizes Llama/Qwen/DeepSeek screenshots while keeping GLM/Kimi and unsupported labs in explicit permission states.
I-0138	done	Create a Chapter 12 Anthropic/Claude visual package: Constitutional AI behavior loop, Claude model-family timeline, computer-use/MCP/Claude Code bridge, and safety/productivity blocker grid.	visual	Anthropic visual clarity + behavior-to-agency continuity	Done with A-0094 through A-0097 in assets/visual_system plus data/chapter12_anthropic_claude_visual_package_i0138.tsv; visuals connect Constitutional AI, Claude model releases, computer use, MCP, Claude Code, and safety/productivity blockers while refusing benchmark, pricing, productivity, adoption, autonomy, safety, and solved-alignment overclaims.
I-0139	done	Create a Chapters 2-4 early-technical visual package plan: pre-Transformer bottleneck map, self-attention/Transformer block diagram, and scaling-law evidence-lane chart with source IDs and blocker captions.	visual planning	early technical gap closure + anti-duplication	Done in data/chapter2_4_early_technical_visual_plan_i0139.tsv and manuscript/02-04-early-technical-visual-plan-i0139.md; the plan specifies a pre-Transformer bottleneck map, self-attention information-flow schematic, scaling evidence-lane chart, optional companions, source IDs, and blocker captions without counting planned figures as completed assets.
I-0140	done	Create a provenance-first physical infrastructure photo/screenshot acquisition package: facility cooling, substation/interconnection, GTC/DSX source surface, and datacenter exterior/source slots with rights notes and blocked site/deployment claims.	visual+sourcing	photo-slot gap + infrastructure texture	Done in data/physical_infrastructure_photo_acquisition_i0140.tsv and manuscript/15-16-physical-infrastructure-photo-acquisition-i0140.md; added A-0098 through A-0107 acquisition-ready manifest rows without committing rasters or laundering named-site, deployment, performance, revenue, or energy claims.
I-0141	done	Create a Chapter 24 final-system visual package after the synthesis scaffold: next-token stack map, conversion-gate diagram, unsettled-claims board, and final human-judgment loop with blocker captions.	visual	final synthesis visual readiness	Done with A-0108 through A-0111 in assets/visual_system plus data/chapter24_final_system_visual_package_i0141.tsv; the figures turn the I-0136 scaffold into a final system map, conversion gates, unsettled-claims board, and human-judgment loop while refusing consciousness, AGI, revenue, productivity, energy, autonomy, solved-trust, and inevitable-path overclaims.
I-0142	done	Create a Chapter 10 open-weight control-stack visual package: weights/license/data/hosting/safety/ecosystem/benchmark matrix plus selected Llama source screenshot priorities with blocker captions.	visual	open-weight control-stack clarity	Done with A-0112 through A-0114 in assets/visual_system plus data/chapter10_open_weight_control_stack_visual_package_i0142.tsv; the figures separate weights, license, data transparency, hosting, safety, ecosystem work, benchmark permission, adopter burden, and screenshot priorities without flattening open weights into open source, adoption, safety, ecosystem size, benchmark, price-quality, or lower-cost claims.
I-0143	done	Create a Chapter 12/20 Anthropic continuity audit after the visual package: final placement of Claude behavior, Claude Code case study, MCP/tool-use bridge, screenshots, and duplicate agent-loop figures.	visual audit	Anthropic placement + duplicate-control	Done in data/chapter12_20_anthropic_continuity_audit_i0143.tsv and manuscript/12-20-anthropic-continuity-audit-i0143.md; the audit assigns Chapter 12 to Claude behavior identity and action-surface bridge material, Chapter 20 to Claude Code workflow and benchmark/productivity blockers, and freezes new generic agent-loop diagrams until render QA.
I-0144	done	Create the Chapters 2-4 early-technical SVG package from the I-0139 plan: pre-Transformer bottleneck map, self-attention information-flow schematic, and scaling evidence-lane chart with manifest rows and blocker captions.	visual	early technical visual gap closure	Done in assets/visual_system/chapter2-pre-transformer-bottleneck-map.svg, chapter3-self-attention-information-flow.svg, and chapter4-scaling-evidence-lane-chart.svg with A-0115 through A-0117 manifest rows and data/chapter2_4_early_technical_visual_package_i0144.tsv.
I-0145	done	Execute the rights-safe physical infrastructure capture pass from I-0140: select/capture source surfaces or photo candidates for IEA, LBNL/DOE, EPRI, DOE SEAB, Uptime, GTC/DSX, and one public-domain physical infrastructure image, recording hashes and rights while keeping heavy rasters out of git.	visual+sourcing	photo-slot execution + rights readiness	Done in data/physical_infrastructure_capture_execution_i0145.tsv and manuscript/15-16-physical-infrastructure-capture-execution-i0145.md: captured lightweight IEA, DOE, EPRI, and Uptime source pages; recorded LBNL blocker and DOE-SEAB no-heavy-download note; selected DOE media grid-photo candidate; hash-recorded ignored GTC page 29 and 51 rasters.
I-0146	done	Create a final Chapter 24 prose draft pass that uses the I-0136 scaffold and I-0141 visuals: opening smallest-unit scene, stack synthesis, conversion gates, unsettled-by-cutoff section, and final next-token ending with source-boundary notes.	prose	final chapter completion	Done in manuscript/24-next-token.md with data/chapter24_final_prose_claim_audit_i0146.tsv and C-0167; draft uses A-0108 through A-0111, states the May 24, 2026 cutoff, and keeps AGI, revenue, productivity, safety-solved, autonomy, energy, and ranking claims blocked.
I-0147	done	Create a Chapter 11 supported-vs-gap source board after the I-0137 audit: Qwen, DeepSeek, GLM, and Kimi supported lanes beside explicit Qwen 3.5/3.6, DeepSeek V4-era, MiniMax, Baidu, Tencent, Xiaomi MiMo, and StepFun gap lanes, with screenshot priorities and blocker captions.	visual	China/open-frontier source-permission clarity	Done in assets/visual_system/chapter11-supported-vs-gap-source-board.svg with A-0118 manifest row, data/chapter11_supported_gap_source_board_i0147.tsv, and manuscript/11-supported-gap-source-board-i0147.md; figure separates supported primary-source lanes from visible support-pending gaps without leaderboard, adoption, or benchmark claims.
I-0148	done	Create a Chapter 12/20 Anthropic screenshot acquisition package from I-0143: prioritize Claude 4/computer-use for Chapter 12 and Claude Code/MCP docs for Chapter 20, with hashes, viewport metadata, rights notes, and blocker captions while keeping heavy rasters out of git.	visual+sourcing	Anthropic screenshot provenance	Done in data/chapter12_20_anthropic_screenshot_acquisition_i0148.tsv, data/chapter12_20_anthropic_source_surface_hashes_i0148.tsv, and manuscript/12-20-anthropic-screenshot-acquisition-i0148.md; added A-0119/A-0120 acquisition-ready slots, hash-recorded seven local source surfaces, and blocked adoption, productivity, autonomy, MCP dominance, benchmark superiority, solved safety, and rights-clearance claims.
I-0149	done	Create a full-book chapter-order and timeline integrity audit: map every chapter to dated events, source rows, cutoff status, and narrative handoff beats from early language modeling through May 24, 2026.	structure+truth	timeline truth + chapter flow	Done in data/full_book_timeline_integrity_audit_i0149.tsv, data/full_book_timeline_handoff_defects_i0149.tsv, and manuscript/00-full-book-timeline-integrity-audit-i0149.md; mapped all 24 chapters to chronology spans, source rows, cutoff status, handoff beats, and repair actions while exposing the Chapter 12 Anthropic-vs-Europe/xAI structural conflict, early filename drift, GTC roadmap-label risk, agent-loop repetition, and late-book handoff risks.
I-0150	done	Create a full-book unsupported-claim burn-down board: group every needs-verification, blocked, soft, or tempting claim by chapter, evidence needed, prose risk, and fastest route to support, quarantine, or deletion.	claim audit	zero unsupported claims path	Done in data/full_book_unsupported_claim_burndown_i0150.tsv, data/full_book_unsupported_claim_burndown_summary_i0150.tsv, and manuscript/00-unsupported-claim-burndown-i0150.md; grouped 8 live needs-verification rows plus 12 chapter-level tempting-claim families into support/quarantine/delete routes, with priority queues for Chapter 12 structure, adoption/productivity/business outcomes, benchmark/rank/price-quality, GTC/physical infrastructure, frontier/open-weight, safety/autonomy/trust, and final-synthesis prophecy risks.
I-0151	done	Create a full-book narrative addiction audit: score each chapter opener, close, central question, scene density, character/company stakes, technical awe moment, and page-turn handoff, then propose one surgical upgrade per chapter.	prose audit	reader pull + award prose	Done in data/full_book_narrative_addiction_audit_i0151.tsv, data/full_book_narrative_addiction_upgrade_queue_i0151.tsv, and manuscript/00-full-book-narrative-addiction-audit-i0151.md; scored all 24 chapters and identified the main reader-pull repair pattern: move source/status apparatus below first narrative beats and replace closing task bullets with truthful handoff closes, while using Chapters 8, 9, 15, 16, and 23 as house-style exemplars.
I-0152	done	Rewrite Chapter 1 opener and ending for maximum truthful hook: ChatGPT shock, evidence-lane caveats, named institutional reactions, token mechanics, and a clean handoff into the deep history of prediction.	prose	opener conversion + reader retention	Done in manuscript/01-the-shock.md, data/chapter1_opener_ending_rewrite_i0152.tsv, and manuscript/01-shock-opener-ending-rewrite-i0152.md; first-screen apparatus moved below the hook and closing task list converted into a narrative handoff without resolving blocked adoption or launch-page quotation claims.
I-0153	done	Create a Chapters 2-4 prose clarity pass after the early-technical visuals: make embeddings, seq2seq, attention, Transformer, and scaling feel like a suspenseful pressure chain for smart non-specialists.	prose	technical depth + readability	Done in manuscript/01-before-the-transformer.md, manuscript/02-attention-catches-fire.md, manuscript/03-scaling-bet.md, data/chapter2_4_prose_clarity_i0153.tsv, and manuscript/02-04-prose-clarity-pass-i0153.md; headings now match Chapters 2-4, source apparatus moved below the opening beats, and the pressure chain is explicit without adding unsupported technical or product claims.
I-0154	done	Create a Chapter 5-7 OpenAI/ChatGPT continuity pass: GPT-1 to GPT-3, instruction tuning/RLHF, launch shock, adoption metrics, reception examples, Plus/Enterprise, and Microsoft handoffs with local claim blockers.	prose+structure	OpenAI spine coherence	Done in manuscript/05-gpt-1-to-gpt-3-door-opens.md, manuscript/06-alignment-enters-product.md, manuscript/07-chatgpt-interface-event.md, data/chapter5_7_openai_continuity_i0154.tsv, and manuscript/05-07-openai-continuity-pass-i0154.md; the OpenAI arc now reads as three conversions while adoption, revenue, productivity, public-reaction, and Enterprise blockers remain explicit.
I-0155	done	Create a Chapter 8 Microsoft/OpenAI cloud-bargain strengthening pass: Azure capacity, licensing, Copilot surfaces, enterprise wrappers, inference rent, and blocked revenue/productivity claims.	prose+source	platform stakes + business seriousness	Done in manuscript/08-microsoft-openai-cloud-bargain.md, data/chapter8_cloud_bargain_strengthening_i0155.tsv, and manuscript/08-microsoft-openai-cloud-bargain-strengthening-i0155.md; Chapter 8 now frames the bargain as capacity, distribution, and governance while preserving blockers on revenue, productivity, margin, usage, ROI, and search-share claims.
I-0156	done	Create a Chapter 9 Google/DeepMind prose upgrade pass: research depth, TPU leverage, Search gravity, Workspace/Android distribution, Gemini branding, and product-conversion pressure without slow-follower caricature.	prose	company characterization + balance	Done in manuscript/09-google-deepmind-gemini.md, data/chapter9_google_deepmind_prose_upgrade_i0156.tsv, and manuscript/09-google-deepmind-prose-upgrade-i0156.md; Chapter 9 now frames Google as a research/infrastructure/product incumbent with a conversion dilemma, while benchmark, adoption, revenue, productivity, Search, cloud-share, and TPU superiority claims remain blocked.
I-0157	done	Create a Chapter 10-11 open-weight/frontier synthesis pass: Llama control stack, Qwen/DeepSeek/GLM/Kimi supported lanes, Europe/xAI/rest-of-frontier roles, and explicit gap handling without logo parade.	prose+structure	frontier balance + source permission	The open/frontier middle needs narrative shape across many labs; this pass should turn crowded company coverage into mechanism-driven competition with clean evidence lanes.
I-0158	done	Create a Chapter 12 Anthropic prose placement pass using I-0138 and I-0143: integrate Constitutional AI, Claude family, computer use, MCP, Claude Code bridge, and blocker grid into the live chapter order.	prose+structure	Anthropic chapter completion	Anthropic material is strong but must be placed as a chapter rather than a sidecar; this pass should make Claude's behavior-to-action arc vivid without duplicating Chapter 20.
I-0159	done	Create a Chapters 14-16 hardware/infrastructure prose sweep: CUDA, GPU systems, GTC stagecraft, datacenter power, interconnection, cooling, and capacity gates as one escalating physical constraint story.	prose+structure	hardware narrative force	The physical middle should read like the book's industrial engine; this pass should connect chips, software, keynote rhetoric, and power constraints without vendor-roadmap laundering.
I-0160	done	Create a Chapter 17 data chapter prose-beauty pass: tokenization, crawling, filtering, data mixtures, memorization, synthetic data, and long context as a supply-chain story with concrete examples.	prose	readability + technical elegance	Data can become abstract fast; this pass should make the corpus feel material and consequential while preserving proprietary-corpus, legal, contamination, and exact-share blockers.
I-0161	done	Create a Chapters 18-20 agency/code/coding-agent continuity pass: tools, RAG, function calls, prompt injection, code as language, Claude Code, benchmarks, permissions, and supervised repository work.	prose+structure	tool/code spine coherence	Done in manuscript/18-tools-retrieval-agent-turn.md, manuscript/19-code-as-the-second-native-language.md, manuscript/20-claude-code-industrialized-pair-programming.md, data/chapter18_20_agency_code_continuity_i0161.tsv, and manuscript/18-20-agency-code-continuity-i0161.md; the sequence now reads as general tool harness, code-as-language, then supervised repository work while keeping productivity, autonomy, benchmark, security, adoption, and best-model claims blocked.
I-0162	done	Create a Chapters 21-23 late-book tension pass: reasoning/test-time compute, inference economics, failure/trust, and human judgment as linked constraints rather than separate essays.	prose+structure	final third momentum	Done in manuscript/21-reasoning-test-time-compute.md, manuscript/22-economics-intelligence-on-tap.md, manuscript/23-failure-modes-truth-trust.md, data/chapter21_23_late_book_tension_i0162.tsv, and manuscript/21-23-late-book-tension-i0162.md; the late technical arc now reads as spend more at inference, meter and route that spending, then audit whether the output deserves authority.
I-0163	done	Create the full Chapter 24 final prose draft polish pass after I-0146: sentence rhythm, callback structure, final motif, unresolved-claims honesty, and last-page emotional force.	prose	final chapter beauty	Done in manuscript/24-next-token.md, data/chapter24_final_prose_polish_i0163.tsv, and manuscript/24-final-prose-polish-i0163.md; the final chapter now opens on the next-token motif, moves apparatus and figure-placement commands out of the reader-facing path, preserves unresolved-claim honesty, and ends on human judgment rather than audit bullets.
I-0164	done	Create a full-book visual placement and caption QA pass: assign every diagram/photo/source-exhibit slot to exact chapter positions, flag duplicate visual grammar, confirm caption-source-rights-purpose-blocker completeness, and identify the path to at least 100 curated exhibits.	visual audit	layout readiness + visual elegance	Done in data/full_book_visual_placement_caption_qa_i0164.tsv, data/visual_readiness_path_to_100_i0164.tsv, and manuscript/full-book-visual-placement-caption-qa-i0164.md; 90 exhibit rows are ready, 10 more are needed for the 100 floor, all manifest rows pass caption/source/rights/purpose completeness, Chapters 3-4 are zero-ready, Chapters 5/6/7/11 are under-target, and Chapters 15-16 need duplicate-pruning before layout.
I-0165	done	Create a rights-safe screenshot/photo execution wave 2: non-NVIDIA product pages, source surfaces, public-domain/rights-clear physical infrastructure candidates, and chapter-specific alt captions, with hashes and no heavy rasters committed.	visual+sourcing	100-exhibit target + rights readiness	The book needs at least 100 curated visual/source exhibits; a second carefully gated acquisition wave should raise visual texture without creating legal or evidentiary risk.
I-0166	done	Create a full-book source-density and primary-source-ratio audit: words per chapter, citations per factual section, primary/secondary/source-role mix, quote permissions, and weakly sourced paragraphs needing repair.	source audit	source discipline + award credibility	Investigative nonfiction credibility depends on visible sourcing density and source quality; this pass should identify where the book still feels asserted rather than proven.
I-0167	done	Create a commercial publishing package plan: subtitle candidates, back-cover copy, Amazon/KDP categories, keywords, comparable titles, reader promise, review targets, launch sequence, pricing tests, and preorder/no-preorder decision.	publishing+marketing	commercial launch readiness	Thousands of sales require packaging and distribution strategy; this pass should translate the book's intellectual promise into a credible market plan without compromising seriousness.
I-0168	done	Create an award/shortlist readiness package: target awards, eligibility windows, category fit, required formats, editorial/design standards, review blurbs, submission calendar, and the top 15 deficits to fix before entry.	publishing+awards	award readiness + schedule discipline	Shortlists require finished-book polish and timing; this pass should convert award ambition into a concrete checklist instead of a vague hope.
I-0169	done	Create a canonical papers acquisition and figure-rights board for the technical spine: word2vec, seq2seq, attention, Transformer, scaling laws, GPT papers, RLHF/InstructGPT, Constitutional AI, SWE-bench, LiveCodeBench, DeepSeek-R1, ReAct/tool-use, and related primary papers, with figure candidates, quote limits, and claim rows.	source+visual acquisition	technical source depth + figure candidates	The book needs a stronger primary-paper visual/source backbone; this pass should identify the 50-100 most important papers, mark which figures can be redrawn versus cited versus screenshot-only, and prevent paper figures from becoming unsupported benchmark or priority claims.
I-0170	done	Create the Chapters 2-4 canonical paper visual extraction package: Attention Is All You Need, BERT/GPT lineage where needed, scaling-law papers, and early language-modeling/embedding sources, with redraw candidates and original-figure provenance.	source+visual acquisition	early technical authority + visual beauty	Foundational chapters should feel anchored in primary research; this pass should pull the best visual evidence from canonical papers into rights-safe redraw or citation lanes without copying figures blindly.
I-0171	done	Create the reasoning/frontier paper acquisition package: DeepSeek-R1, Kimi k1.5, o-series/system-card material, verifier/search/process-supervision papers, test-time compute papers, and benchmark reports with figure candidates and inference-contract fields.	source+visual acquisition	reasoning truth + benchmark caution	Reasoning chapters need primary-source texture and exact evaluation contracts; this pass should gather paper/report assets while blocking live rank, solved-reasoning, cost, and hidden-chain claims.
I-0172	done	Create the NVIDIA GTC historical deck/source expansion plan: inventory GTC 2024, 2025, and 2026 keynote decks/videos/transcripts where available, prioritize 2026 as the special AI-factory moment, and select 10-15 candidate slide surfaces with page/time provenance and blocked roadmap/performance claims.	source+visual acquisition	NVIDIA stagecraft + historical continuity	Done in data/gtc_historical_source_inventory_i0172.tsv, data/gtc_historical_slide_candidates_i0172.tsv, data/gtc_historical_blocker_rules_i0172.tsv, and manuscript/gtc-historical-deck-source-expansion-i0172.md; added official NVIDIA source lanes S-0200 through S-0206 and kept roadmap/performance/facility claims blocked.
I-0173	done	Create the accelerator/chip source-image board: NVIDIA H100/B200/GB200/Vera Rubin, AMD MI300/MI350-family material, Google TPU generations, AWS Trainium, Intel Gaudi, Huawei Ascend, and domestic China accelerators where cutoff-supported, with die/package/rack/system image candidates and claim blockers.	source+visual acquisition	chip race balance + image pipeline	Done in data/accelerator_chip_source_image_board_i0173.tsv, data/accelerator_chip_claim_blockers_i0173.tsv, and manuscript/accelerator-chip-source-image-board-i0173.md; added official source lanes S-0207 through S-0217 and blocked performance, availability, export, yield, cost, deployment, and market-share claims.
I-0174	done	Create the semiconductor supply-chain visual acquisition board: ASML EUV machines, TSMC fabs, CoWoS/advanced packaging, HBM suppliers, substrate/interposer constraints, and export-control context only where it explains LLM scaling, with rights-safe image/source candidates.	source+visual acquisition	industrial depth + Chip War energy	Done in data/semiconductor_supply_chain_visual_board_i0174.tsv, data/semiconductor_supply_chain_blockers_i0174.tsv, and manuscript/semiconductor-supply-chain-visual-acquisition-i0174.md; added source lanes S-0218 through S-0228 and kept EUV, CoWoS, HBM, substrate, packaging, and export-control claims tied to LLM compute constraints.
I-0175	done	Create the datacenter satellite/physical-site evidence board: xAI Colossus, major hyperscale AI clusters, gas turbines, batteries, substations, cooling yards, and satellite-image candidates, with source credibility, licensing, geolocation confidence, and strict blocked claims.	source+visual acquisition	physical infrastructure drama + truth control	Done in data/datacenter_physical_site_evidence_board_i0175.tsv, data/datacenter_physical_site_claim_blockers_i0175.tsv, and manuscript/datacenter-physical-site-evidence-board-i0175.md; added source lanes S-0229 through S-0234 and separated site imagery, geolocation, licensing, power equipment, announcements, and community/environment claims.
I-0176	done	Create the nuclear/gas/grid power source-image package: nuclear power proposals, gas turbine procurement, batteries, transmission/interconnection queues, on-site generation, and utility planning documents through the cutoff, with image candidates and energy-claim blockers.	source+visual acquisition	power narrative texture + source rigor	Done in data/power_source_image_package_i0176.tsv, data/power_energy_claim_blockers_i0176.tsv, and manuscript/power-source-image-package-i0176.md; added source lanes S-0235 through S-0243 and blocked energy-per-token, site fuel-mix, delivered nuclear, gas runtime, storage-solved, interconnection-solved, and workload-attribution claims.
I-0177	done	Create the frontier lab primary-document acquisition board: OpenAI, Anthropic, Google DeepMind, Meta, xAI, Mistral, Cohere, AI21, Qwen, DeepSeek, GLM/Z.ai, Kimi/Moonshot, MiniMax, Baidu, Tencent, Xiaomi MiMo, StepFun, and Nemotron source surfaces, with screenshot priorities and unsupported-lab gaps.	source+visual acquisition	company balance + source completeness	Done in data/frontier_lab_primary_document_board_i0177.tsv, data/frontier_lab_screenshot_priority_i0177.tsv, data/frontier_lab_gap_register_i0177.tsv, and manuscript/frontier-lab-primary-document-board-i0177.md; sources expanded through S-0252 with variant/ranking/adoption gaps quarantined.
I-0178	done	Create the benchmark/leaderboard source-surface acquisition package: LMSYS/Chatbot Arena, Artificial Analysis, SWE-bench, LiveCodeBench, Terminal-bench, MMLU/GPQA/MATH-style benchmark sources, and ranking-history snapshots with prohibited-use captions.	source+visual acquisition	leaderboard truth + market context	Done in data/benchmark_leaderboard_source_surface_board_i0178.tsv, data/benchmark_caption_contracts_i0178.tsv, data/benchmark_snapshot_gap_register_i0178.tsv, and manuscript/benchmark-leaderboard-source-surface-package-i0178.md; sources expanded through S-0260 with live rank, scaffold, productivity, safety, and price-quality overclaims blocked.
I-0179	done	Create the datasets/corpus visual-source acquisition package: Common Crawl/C4, The Pile, Dolma, FineWeb, DataComp-LM, Books/web/code data sources, tokenizer demos, dedup/memorization papers, and long-context data figures with redraw rights.	source+visual acquisition	data chapter visuals + primary evidence	Done in data/dataset_corpus_visual_source_board_i0179.tsv, data/data_corpus_exhibit_candidates_i0179.tsv, data/data_corpus_claim_blockers_i0179.tsv, and manuscript/datasets-corpus-visual-source-acquisition-i0179.md; sources expanded through S-0267 with closed-corpus, legal, representativeness, tokenizer, memorization, and long-context overclaims blocked.
I-0180	done	Create the model-product/interface screenshot acquisition package: ChatGPT, Plus, Enterprise, Copilot, Gemini/Bard, Claude, Claude Code, Cursor-style IDEs, OpenAI Codex agent, tool/plugin surfaces, and API docs, with private-use paths, hashes, viewports, and caption blockers.	visual+sourcing	product texture + reader appeal	Product surfaces make the history feel real; this pass should collect selected interface screenshots while blocking adoption, revenue, productivity, and market-share inferences.
I-0181	done	Create the rights-safe public-domain/CC physical-photo hunt: ASML machine, fab cleanroom, wafer, GPU server rack, data-center hall/exterior, substation, transmission lines, gas turbine, battery storage, cooling tower, and nuclear plant candidates, with license proof and alt captions.	visual+sourcing	100-exhibit target + legal readiness	The book needs more real-world physical texture inside the broader 100-exhibit program; this pass should find legally usable photographs and record provenance before any final visual selection.
I-0182	done	Create the master 100-exhibit selection matrix: combine current GTC slide renders, acquisition-ready screenshots, paper redraws, product surfaces, source-excerpt cards, chip/fab photos, satellite candidates, and power/datacenter images into a ranked final-art list with chapter placement and rights status.	visual audit	final exhibit target + design discipline	GOAL.md now calls for at least 100 curated visual/source exhibits; this pass should turn a large acquisition universe into a curated book-quality exhibit program rather than a pile of possible media.
I-0187	done	Create a per-chapter 3-4 exhibit quota board: for all 24 chapters, list current diagrams, screenshots, paper/source excerpts, photos, missing exhibit types, and the highest-value next acquisition candidates.	visual audit	100-exhibit coverage + chapter balance	The new target requires every chapter to carry visual/source texture; this pass should show which chapters are under-illustrated and prevent a few hardware chapters from hoarding the exhibit budget.
I-0188	done	Create a top-100 source exhibit candidate universe: rank at least 150 possible charts, screenshots, paper figures, GTC slides, product pages, physical photos, source excerpts, and benchmark surfaces, then mark the best 100 for likely final consideration.	source+visual acquisition	curated exhibit pipeline	A prize-grade illustrated nonfiction book needs more candidates than it uses; this pass should create a deep bench so final selection can optimize truth, beauty, rights, and narrative force.
